elapsed_ms,cpu_pct,active_workers,queue_len
1539.5,85.0,6,867
1549.6,85.0,6,872
1559.8,85.0,6,879
1569.8,85.0,6,885
1579.9,85.0,6,893
1590.2,85.0,6,900
1600.2,85.0,6,905
1610.4,85.0,6,905
1620.4,85.0,6,911
1630.5,85.0,6,917
1640.6,85.0,6,923
1650.7,85.0,6,929
1660.8,85.0,6,935
1670.8,85.0,6,940
1680.9,85.0,6,946
1691.0,85.0,6,952
1701.1,85.0,6,953
1711.1,85.0,6,953
1721.2,85.0,6,953
1731.3,85.0,6,953
1741.4,85.0,6,953
1751.5,85.0,6,953
1761.6,85.0,6,953
1771.7,85.0,6,953
1781.8,85.0,6,953
1791.9,85.0,6,953
1802.0,85.0,6,953
1812.0,95.0,7,946
1822.1,95.0,7,946
1832.2,95.0,7,946
1842.3,95.0,7,946
1852.4,95.0,7,946
1862.6,95.0,7,946
1872.7,95.0,7,946
1882.8,95.0,7,946
1892.9,95.0,7,946
1903.0,95.0,7,946
1913.1,95.0,7,946
1923.2,95.0,7,946
1933.2,95.0,7,946
1943.4,95.0,7,946
1953.5,95.0,7,946
1963.7,95.0,7,946
1973.8,95.0,7,946
1984.1,95.0,7,946
1994.2,95.0,7,946
2004.3,95.0,7,946
2014.4,95.0,7,939
2024.7,95.0,7,939
2034.7,95.0,7,939
2047.0,95.0,7,939
2057.8,95.0,7,939
2070.5,95.0,7,939
2080.8,95.0,7,939
2090.9,95.0,7,939
2101.0,95.0,7,939
2111.2,95.0,7,939
2121.3,95.0,7,939
2131.4,95.0,7,939
2141.4,95.0,7,939
2151.5,95.0,7,939
2161.6,95.0,7,939
2171.8,95.0,7,939
2183.2,95.0,7,939
2193.3,95.0,7,939
2204.6,95.0,7,939
2214.9,80.0,3,936
2225.1,80.0,3,936
2235.2,80.0,3,936
2245.3,80.0,3,936
2255.4,80.0,3,936
2265.8,80.0,3,936
2275.9,80.0,3,936
2286.0,80.0,3,936
2299.7,80.0,3,936
2309.8,80.0,3,936
2319.9,80.0,3,936
2330.0,80.0,3,936
2345.8,80.0,3,936
2357.8,80.0,3,936
2367.9,80.0,3,936
2378.3,80.0,3,936
2388.8,80.0,3,936
2400.1,80.0,3,936
2410.1,90.0,4,932
2421.9,90.0,4,932
2438.8,90.0,4,932
2449.2,90.0,4,932
2460.3,90.0,4,932
2471.1,90.0,4,932
2481.8,90.0,4,932
2492.8,90.0,4,932
2502.9,90.0,4,932
2513.8,90.0,4,932
2523.9,90.0,4,932
2535.8,90.0,4,932
2545.9,90.0,4,932
2557.6,90.0,4,932
2569.8,90.0,4,932
2579.9,90.0,4,932
2590.0,90.0,4,932
2600.1,90.0,4,932
2610.2,70.0,2,930
2620.3,70.0,2,930
2632.0,70.0,2,930
2642.2,70.0,2,930
2655.4,70.0,2,930
2665.5,70.0,2,930
2675.6,70.0,2,930
2685.6,70.0,2,930
2696.7,70.0,2,930
2706.7,70.0,2,930
2716.8,70.0,2,930
2726.9,70.0,2,930
2737.0,70.0,2,930
2747.0,70.0,2,930
2757.1,70.0,2,930
2767.3,70.0,2,930
2777.6,70.0,2,930
2787.7,70.0,2,930
2798.1,70.0,2,930
2812.8,75.0,5,925
2822.8,75.0,5,925
2832.9,75.0,5,925
2856.8,75.0,5,925
2866.9,75.0,5,925
2876.9,75.0,5,925
2887.0,75.0,5,925
2897.1,75.0,5,925
2907.3,75.0,5,925
2917.3,75.0,5,925
2927.4,75.0,5,925
2937.8,75.0,5,925
2947.9,75.0,5,925
2958.0,75.0,5,925
2968.2,75.0,5,925
2978.3,75.0,5,925
2988.8,75.0,5,925
2998.9,75.0,5,925
3009.0,75.0,5,925
3019.1,70.0,2,923
3029.2,70.0,2,923
3039.3,70.0,2,923
3049.4,70.0,2,923
3059.5,70.0,2,923
3069.7,70.0,2,923
3079.7,70.0,2,923
3089.8,70.0,2,923
3099.9,70.0,2,923
3110.0,70.0,2,923
3120.1,70.0,2,923
3130.1,70.0,2,923
3140.2,70.0,2,923
3150.3,70.0,2,923
3160.4,70.0,2,923
3170.5,70.0,2,923
3180.6,70.0,2,923
3190.7,70.0,2,923
3200.8,70.0,2,923
3211.0,70.0,2,923
3221.1,90.0,4,919
3231.2,90.0,4,919
3241.3,90.0,4,919
3251.4,90.0,4,919
3261.6,90.0,4,919
3271.6,90.0,4,919
3281.7,90.0,4,919
3291.8,90.0,4,919
3301.9,90.0,4,919
3312.0,90.0,4,919
3322.1,90.0,4,919
3332.1,90.0,4,919
3342.3,90.0,4,919
3352.4,90.0,4,919
3362.5,90.0,4,919
3372.6,90.0,4,919
3382.7,90.0,4,919
3392.8,90.0,4,919
3403.0,90.0,4,919
3413.0,90.0,4,919
3423.1,100.0,5,914
3433.2,100.0,5,914
3443.4,100.0,5,914
3453.5,100.0,5,914
3463.6,100.0,5,914
3473.7,100.0,5,914
3484.6,100.0,5,914
3494.7,100.0,5,914
3504.9,100.0,5,914
3515.0,100.0,5,914
3525.1,100.0,5,914
3535.2,100.0,5,914
3545.3,100.0,5,914
3555.4,100.0,5,914
3565.4,100.0,5,914
3575.5,100.0,5,914
3585.6,100.0,5,914
3595.7,100.0,5,914
3605.7,100.0,5,914
3615.9,95.0,7,907
3626.0,95.0,7,907
3636.1,95.0,7,907
3646.2,95.0,7,907
3656.3,95.0,7,907
3666.5,95.0,7,907
3676.6,95.0,7,907
3686.7,95.0,7,907
3696.8,95.0,7,907
3706.9,95.0,7,907
3717.0,95.0,7,907
3727.1,95.0,7,907
3737.1,95.0,7,907
3747.3,95.0,7,907
3757.4,95.0,7,907
3767.5,95.0,7,907
3777.6,95.0,7,907
3787.7,95.0,7,907
3797.8,95.0,7,907
3807.9,95.0,7,907
3818.0,100.0,5,902
3828.1,100.0,5,902
3838.2,100.0,5,902
3848.3,100.0,5,902
3858.4,100.0,5,902
3868.4,100.0,5,902
3878.5,100.0,5,902
3888.6,100.0,5,902
3898.7,100.0,5,902
3908.8,100.0,5,902
3919.0,100.0,5,902
3929.1,100.0,5,902
3939.2,100.0,5,902
3949.4,100.0,5,902
3959.5,100.0,5,902
3969.6,100.0,5,902
3979.7,100.0,5,902
3989.8,100.0,5,902
3999.9,100.0,5,902
4010.0,100.0,5,902
4020.1,90.0,4,898
4030.2,90.0,4,898
4040.2,90.0,4,898
4050.3,90.0,4,898
4060.4,90.0,4,898
4070.5,90.0,4,898
4080.6,90.0,4,898
4090.6,90.0,4,898
4100.7,90.0,4,898
4110.8,90.0,4,898
4120.9,90.0,4,898
4131.0,90.0,4,898
4141.0,90.0,4,898
4151.1,90.0,4,898
4161.2,90.0,4,898
4171.3,90.0,4,898
4181.4,90.0,4,898
4191.5,90.0,4,898
4201.6,90.0,4,898
4211.7,90.0,4,898
4221.8,90.0,4,894
4231.9,90.0,4,894
4242.1,90.0,4,894
4252.2,90.0,4,894
4262.3,90.0,4,894
4272.3,90.0,4,894
4282.4,90.0,4,894
4292.5,90.0,4,894
4302.6,90.0,4,894
4312.7,90.0,4,894
4322.8,90.0,4,894
4332.9,90.0,4,894
4343.0,90.0,4,894
4353.1,90.0,4,894
4363.2,90.0,4,894
4373.3,90.0,4,894
4383.4,90.0,4,894
4393.5,90.0,4,894
4403.7,90.0,4,894
4413.8,90.0,4,894
4423.8,100.0,5,889
4433.9,100.0,5,889
4444.0,100.0,5,889
4454.1,100.0,5,889
4464.3,100.0,5,889
4474.4,100.0,5,889
4484.5,100.0,5,889
4495.6,100.0,5,889
4505.7,100.0,5,889
4516.3,100.0,5,889
4526.4,100.0,5,889
4536.5,100.0,5,889
4546.6,100.0,5,889
4556.6,100.0,5,889
4566.8,100.0,5,889
4576.8,100.0,5,889
4587.6,100.0,5,889
4597.7,100.0,5,889
4609.8,100.0,5,889
4619.8,95.0,7,882
4630.8,95.0,7,882
4640.8,95.0,7,882
4650.9,95.0,7,882
4661.0,95.0,7,882
4671.1,95.0,7,882
4681.2,95.0,7,882
4691.3,95.0,7,882
4701.4,95.0,7,882
4711.4,95.0,7,882
4721.5,95.0,7,882
4731.7,95.0,7,882
4741.8,95.0,7,882
4751.9,95.0,7,882
4762.0,95.0,7,882
4772.1,95.0,7,882
4782.1,95.0,7,882
4792.2,95.0,7,882
4802.3,95.0,7,882
4812.4,95.0,7,882
4822.5,100.0,5,877
4832.5,100.0,5,877
4842.7,100.0,5,877
4852.8,100.0,5,877
4862.9,100.0,5,877
4873.0,100.0,5,877
4883.1,100.0,5,877
4893.1,100.0,5,877
4903.2,100.0,5,877
4913.3,100.0,5,877
4923.4,100.0,5,877
4933.5,100.0,5,877
4943.6,100.0,5,877
4953.7,100.0,5,877
4963.9,100.0,5,877
4974.0,100.0,5,877
4984.1,100.0,5,877
4994.2,100.0,5,877
5004.3,100.0,5,877
5014.3,100.0,5,877
5024.4,80.0,8,869
5034.5,80.0,8,869
5044.6,80.0,8,869
5054.7,80.0,8,869
5064.7,80.0,8,869
5074.8,80.0,8,869
5084.9,80.0,8,869
5095.0,80.0,8,869
5105.1,80.0,8,869
5115.2,80.0,8,869
5125.3,80.0,8,869
5135.4,80.0,8,869
5145.5,80.0,8,869
5155.6,80.0,8,869
5165.7,80.0,8,869
5175.7,80.0,8,869
5185.8,80.0,8,869
5195.9,80.0,8,869
5206.0,80.0,8,869
5216.2,90.0,4,865
5226.3,90.0,4,865
5236.4,90.0,4,865
5246.4,90.0,4,865
5256.5,90.0,4,865
5266.6,90.0,4,865
5276.7,90.0,4,865
5286.8,90.0,4,865
5296.9,90.0,4,865
5306.9,90.0,4,865
5317.0,90.0,4,865
5327.1,90.0,4,865
5337.2,90.0,4,865
5347.2,90.0,4,865
5357.3,90.0,4,865
5367.4,90.0,4,865
5377.5,90.0,4,865
5387.6,90.0,4,865
5397.6,90.0,4,865
5407.7,90.0,4,865
5417.8,70.0,2,863
5427.9,70.0,2,863
5437.9,70.0,2,863
5448.0,70.0,2,863
5458.1,70.0,2,863
5468.2,70.0,2,863
5478.3,70.0,2,863
5488.4,70.0,2,863
5498.6,70.0,2,863
5508.6,70.0,2,863
5518.7,70.0,2,863
5528.8,70.0,2,863
5538.9,70.0,2,863
5548.9,70.0,2,863
5559.0,70.0,2,863
5569.1,70.0,2,863
5579.2,70.0,2,863
5589.2,70.0,2,863
5599.3,70.0,2,863
5609.4,70.0,2,863
5619.5,95.0,7,856
5629.5,95.0,7,856
5639.6,95.0,7,856
5649.7,95.0,7,856
5659.8,95.0,7,856
5669.8,95.0,7,856
5679.9,95.0,7,856
5690.0,95.0,7,856
5700.1,95.0,7,856
5710.1,95.0,7,856
5720.2,95.0,7,856
5730.3,95.0,7,856
5740.4,95.0,7,856
5750.4,95.0,7,856
5760.5,95.0,7,856
5770.6,95.0,7,856
5780.6,95.0,7,856
5790.7,95.0,7,856
5800.8,95.0,7,856
5810.9,95.0,7,856
5823.4,100.0,5,851
5833.5,100.0,5,851
5843.6,100.0,5,851
5853.9,100.0,5,851
5864.0,100.0,5,851
5874.1,100.0,5,851
5884.1,100.0,5,851
5894.2,100.0,5,851
5904.3,100.0,5,851
5914.4,100.0,5,851
5924.4,100.0,5,851
5934.6,100.0,5,851
5944.7,100.0,5,851
5954.8,100.0,5,851
5964.9,100.0,5,851
5975.0,100.0,5,851
5985.0,100.0,5,851
5995.1,100.0,5,851
6005.2,100.0,5,851
6015.3,100.0,5,851
6025.3,100.0,5,846
6035.4,100.0,5,846
6045.5,100.0,5,846
6055.6,100.0,5,846
6065.7,100.0,5,846
6075.8,100.0,5,846
6085.9,100.0,5,846
6096.0,100.0,5,846
6106.1,100.0,5,846
6116.2,100.0,5,846
6126.3,100.0,5,846
6136.4,100.0,5,846
6146.5,100.0,5,846
6156.6,100.0,5,846
6166.7,100.0,5,846
6176.8,100.0,5,846
6186.9,100.0,5,846
6197.0,100.0,5,846
6207.1,100.0,5,846
6217.1,95.0,7,839
6227.2,95.0,7,839
6237.3,95.0,7,839
6247.4,95.0,7,839
6257.5,95.0,7,839
6267.6,95.0,7,839
6277.7,95.0,7,839
6287.7,95.0,7,839
6297.8,95.0,7,839
6307.9,95.0,7,839
6318.0,95.0,7,839
6328.1,95.0,7,839
6338.1,95.0,7,839
6348.2,95.0,7,839
6358.3,95.0,7,839
6368.4,95.0,7,839
6378.5,95.0,7,839
6388.6,95.0,7,839
6398.7,95.0,7,839
6408.8,95.0,7,839
6418.8,85.0,6,833
6428.9,85.0,6,833
6439.0,85.0,6,833
6449.1,85.0,6,833
6459.1,85.0,6,833
6469.2,85.0,6,833
6479.3,85.0,6,833
6489.4,85.0,6,833
6499.7,85.0,6,833
6509.8,85.0,6,833
6519.8,85.0,6,833
6529.9,85.0,6,833
6540.0,85.0,6,833
6550.1,85.0,6,833
6560.1,85.0,6,833
6570.2,85.0,6,833
6580.3,85.0,6,833
6590.4,85.0,6,833
6600.5,85.0,6,833
6610.6,85.0,6,833
6620.6,100.0,5,828
6630.7,100.0,5,828
6640.8,100.0,5,828
6650.9,100.0,5,828
6662.6,100.0,5,828
6672.8,100.0,5,828
6682.9,100.0,5,828
6693.0,100.0,5,828
6703.1,100.0,5,828
6713.2,100.0,5,828
6723.2,100.0,5,828
6733.3,100.0,5,828
6743.4,100.0,5,828
6753.5,100.0,5,828
6763.5,100.0,5,828
6773.6,100.0,5,828
6783.7,100.0,5,828
6793.8,100.0,5,828
6803.9,100.0,5,828
6813.9,100.0,5,828
6824.0,95.0,7,821
6834.1,95.0,7,821
6844.2,95.0,7,821
6854.2,95.0,7,821
6864.3,95.0,7,821
6874.4,95.0,7,821
6884.5,95.0,7,821
6894.6,95.0,7,821
6904.6,95.0,7,821
6914.7,95.0,7,821
6924.8,95.0,7,821
6934.9,95.0,7,821
6945.0,95.0,7,821
6955.1,95.0,7,821
6965.1,95.0,7,821
6975.2,95.0,7,821
6985.3,95.0,7,821
6995.4,95.0,7,821
7005.5,95.0,7,821
7015.6,95.0,7,821
7025.7,75.0,5,816
7035.7,75.0,5,816
7045.8,75.0,5,816
7055.9,75.0,5,816
7066.0,75.0,5,816
7076.1,75.0,5,816
7086.1,75.0,5,816
7096.2,75.0,5,816
7106.3,75.0,5,816
7116.4,75.0,5,816
7126.4,75.0,5,816
7136.5,75.0,5,816
7146.6,75.0,5,816
7156.7,75.0,5,816
7166.8,75.0,5,816
7176.9,75.0,5,816
7187.0,75.0,5,816
7197.0,75.0,5,816
7207.1,75.0,5,816
7217.2,90.0,4,814
7227.3,100.0,5,811
7237.3,100.0,5,811
7247.4,100.0,5,811
7257.5,100.0,5,811
7267.6,100.0,5,811
7277.7,100.0,5,811
7287.8,100.0,5,811
7297.8,100.0,5,811
7307.9,100.0,5,811
7318.0,100.0,5,811
7328.1,100.0,5,811
7338.2,100.0,5,811
7348.3,100.0,5,811
7358.3,100.0,5,811
7368.4,100.0,5,811
7378.5,100.0,5,811
7388.6,100.0,5,811
7398.7,100.0,5,811
7408.8,100.0,5,811
7418.8,95.0,7,804
7428.9,95.0,7,804
7439.0,95.0,7,804
7449.1,95.0,7,804
7459.2,95.0,7,804
7469.2,95.0,7,804
7479.3,95.0,7,804
7489.4,95.0,7,804
7499.5,95.0,7,804
7510.4,95.0,7,804
7520.5,95.0,7,804
7530.6,95.0,7,804
7540.7,95.0,7,804
7550.7,95.0,7,804
7560.8,95.0,7,804
7570.9,95.0,7,804
7581.0,95.0,7,804
7591.1,95.0,7,804
7601.1,95.0,7,804
7611.2,95.0,7,804
7621.3,95.0,7,797
7631.4,95.0,7,797
7642.1,95.0,7,797
7652.2,95.0,7,797
7662.3,95.0,7,797
7672.4,95.0,7,797
7682.5,95.0,7,797
7692.6,95.0,7,797
7702.6,95.0,7,797
7712.7,95.0,7,797
7722.8,95.0,7,797
7732.9,95.0,7,797
7743.1,95.0,7,797
7753.1,95.0,7,797
7763.2,95.0,7,797
7773.3,95.0,7,797
7783.4,95.0,7,797
7793.4,95.0,7,797
7803.5,95.0,7,797
7813.6,95.0,7,797
7823.7,100.0,5,792
7833.7,100.0,5,792
7843.8,100.0,5,792
7853.9,100.0,5,792
7864.0,100.0,5,792
7874.1,100.0,5,792
7884.1,100.0,5,792
7894.5,100.0,5,792
7904.5,100.0,5,792
7914.6,100.0,5,792
7924.7,100.0,5,792
7934.8,100.0,5,792
7944.9,100.0,5,792
7955.0,100.0,5,792
7965.0,100.0,5,792
7975.1,100.0,5,792
7985.2,100.0,5,792
7995.3,100.0,5,792
8005.4,100.0,5,792
8015.5,100.0,5,792
8025.6,100.0,5,787
8035.7,100.0,5,787
8045.8,100.0,5,787
8055.9,100.0,5,787
8065.9,100.0,5,787
8076.0,100.0,5,787
8086.1,100.0,5,787
8096.2,100.0,5,787
8106.2,100.0,5,787
8116.3,100.0,5,787
8126.4,100.0,5,787
8136.5,100.0,5,787
8146.6,100.0,5,787
8156.6,100.0,5,787
8166.7,100.0,5,787
8176.8,100.0,5,787
8186.9,100.0,5,787
8197.0,100.0,5,787
8207.1,100.0,5,787
8217.2,100.0,5,787
8227.2,90.0,4,783
8237.3,90.0,4,783
8248.2,90.0,4,783
8258.2,90.0,4,783
8268.3,90.0,4,783
8278.4,90.0,4,783
8288.5,90.0,4,783
8298.6,90.0,4,783
8308.7,90.0,4,783
8318.7,90.0,4,783
8328.8,90.0,4,783
8338.9,90.0,4,783
8349.0,90.0,4,783
8359.1,90.0,4,783
8369.2,90.0,4,783
8379.2,90.0,4,783
8389.3,90.0,4,783
8399.4,90.0,4,783
8409.5,90.0,4,783
8419.6,80.0,3,780
8429.7,80.0,3,780
8439.7,80.0,3,780
8449.8,80.0,3,780
8459.9,80.0,3,780
8470.0,80.0,3,780
8480.1,80.0,3,780
8490.2,80.0,3,780
8500.3,80.0,3,780
8510.3,80.0,3,780
8520.5,80.0,3,780
8530.5,80.0,3,780
8540.6,80.0,3,780
8550.9,80.0,3,780
8561.0,80.0,3,780
8571.1,80.0,3,780
8581.2,80.0,3,780
8591.2,80.0,3,780
8601.3,80.0,3,780
8611.4,80.0,3,780
8621.5,80.0,3,777
8631.6,80.0,3,777
8641.7,80.0,3,777
8651.8,80.0,3,777
8661.9,80.0,3,777
8672.0,80.0,3,777
8682.1,80.0,3,777
8692.2,80.0,3,777
8702.3,80.0,3,777
8712.4,80.0,3,777
8722.6,80.0,3,777
8732.8,80.0,3,777
8744.0,80.0,3,777
8754.3,80.0,3,777
8764.4,80.0,3,777
8774.4,80.0,3,777
8784.5,80.0,3,777
8794.6,80.0,3,777
8804.7,80.0,3,777
8814.8,80.0,3,777
8824.9,80.0,3,774
8835.0,80.0,3,774
8845.1,80.0,3,774
8855.1,80.0,3,774
8865.2,80.0,3,774
8875.3,80.0,3,774
8885.4,80.0,3,774
8895.5,80.0,3,774
8905.5,80.0,3,774
8915.6,80.0,3,774
8925.7,80.0,3,774
8935.8,80.0,3,774
8945.9,80.0,3,774
8956.1,80.0,3,774
8966.1,80.0,3,774
8976.2,80.0,3,774
8986.6,80.0,3,774
8996.7,80.0,3,774
9006.8,80.0,3,774
9016.8,80.0,3,774
9027.0,85.0,6,768
9037.0,85.0,6,768
9047.1,85.0,6,768
9057.2,85.0,6,768
9067.2,85.0,6,768
9077.4,85.0,6,768
9088.6,85.0,6,768
9099.4,85.0,6,768
9109.5,85.0,6,768
9119.6,85.0,6,768
9130.8,85.0,6,768
9140.8,85.0,6,768
9150.9,85.0,6,768
9161.0,85.0,6,768
9171.1,85.0,6,768
9181.2,85.0,6,768
9191.2,85.0,6,768
9201.3,85.0,6,768
9211.5,85.0,6,768
9221.6,85.0,6,762
9231.7,85.0,6,762
9241.7,85.0,6,762
9251.8,85.0,6,762
9261.9,85.0,6,762
9272.0,85.0,6,762
9282.1,85.0,6,762
9292.2,85.0,6,762
9302.7,85.0,6,762
9312.8,85.0,6,762
9322.8,85.0,6,762
9332.9,85.0,6,762
9343.1,85.0,6,762
9353.2,85.0,6,762
9363.3,85.0,6,762
9373.4,85.0,6,762
9383.5,85.0,6,762
9393.5,85.0,6,762
9403.6,85.0,6,762
9413.7,85.0,6,762
9423.8,100.0,5,757
9433.8,100.0,5,757
9443.9,100.0,5,757
9454.0,100.0,5,757
9464.1,100.0,5,757
9474.2,100.0,5,757
9484.3,100.0,5,757
9494.4,100.0,5,757
9504.4,100.0,5,757
9514.5,100.0,5,757
9524.7,100.0,5,757
9534.8,100.0,5,757
9544.9,100.0,5,757
9554.9,100.0,5,757
9565.0,100.0,5,757
9575.0,100.0,5,757
9585.1,100.0,5,757
9595.2,100.0,5,757
9605.3,100.0,5,757
9615.4,100.0,5,757
9625.5,90.0,4,753
9635.7,90.0,4,753
9645.8,90.0,4,753
9655.8,90.0,4,753
9665.9,90.0,4,753
9676.0,90.0,4,753
9686.1,90.0,4,753
9696.2,90.0,4,753
9706.2,90.0,4,753
9716.3,90.0,4,753
9726.4,90.0,4,753
9736.5,90.0,4,753
9746.6,90.0,4,753
9756.6,90.0,4,753
9766.7,90.0,4,753
9776.8,90.0,4,753
9786.9,90.0,4,753
9797.0,90.0,4,753
9807.1,90.0,4,753
9817.1,90.0,4,753
9827.2,90.0,4,749
9837.3,90.0,4,749
9847.4,90.0,4,749
9857.5,90.0,4,749
9867.6,90.0,4,749
9877.6,90.0,4,749
9887.7,90.0,4,749
9897.8,90.0,4,749
9907.9,90.0,4,749
9918.0,90.0,4,749
9928.1,90.0,4,749
9938.2,90.0,4,749
9948.3,90.0,4,749
9958.4,90.0,4,749
9968.5,90.0,4,749
9978.6,90.0,4,749
9988.6,90.0,4,749
9998.7,90.0,4,749
10008.8,90.0,4,749
10018.9,90.0,4,748
10028.9,90.0,4,745
10039.0,90.0,4,745
10049.1,90.0,4,745
10059.2,90.0,4,745
10069.3,90.0,4,745
10079.4,90.0,4,745
10089.5,90.0,4,745
10099.5,90.0,4,745
10109.6,90.0,4,745
10119.7,90.0,4,745
10129.8,90.0,4,745
10139.9,90.0,4,745
10150.0,90.0,4,745
10160.0,90.0,4,745
10170.1,90.0,4,745
10180.2,90.0,4,745
10190.3,90.0,4,745
10200.4,90.0,4,745
10210.4,90.0,4,745
10220.5,75.0,5,740
10230.6,75.0,5,740
10240.7,75.0,5,740
10250.8,75.0,5,740
10260.9,75.0,5,740
10271.1,75.0,5,740
10282.9,75.0,5,740
10293.0,75.0,5,740
10303.1,75.0,5,740
10313.2,75.0,5,740
10323.2,75.0,5,740
10333.3,75.0,5,740
10343.4,75.0,5,740
10353.5,75.0,5,740
10363.6,75.0,5,740
10373.7,75.0,5,740
10383.8,75.0,5,740
10393.9,75.0,5,740
10404.0,75.0,5,740
10414.1,75.0,5,740
10424.2,80.0,3,737
10434.3,80.0,3,737
10444.4,80.0,3,737
10454.5,80.0,3,737
10464.6,80.0,3,737
10474.7,80.0,3,737
10484.8,80.0,3,737
10494.9,80.0,3,737
10505.0,80.0,3,737
10515.1,80.0,3,737
10525.2,80.0,3,737
10535.2,80.0,3,737
10545.4,80.0,3,737
10555.5,80.0,3,737
10565.6,80.0,3,737
10575.7,80.0,3,737
10585.7,80.0,3,737
10595.8,80.0,3,737
10606.1,80.0,3,737
10616.1,80.0,3,737
10626.2,85.0,6,731
10636.3,85.0,6,731
10646.4,85.0,6,731
10656.5,85.0,6,731
10666.6,85.0,6,731
10676.7,85.0,6,731
10686.8,85.0,6,731
10696.9,85.0,6,731
10707.0,85.0,6,731
10717.0,85.0,6,731
10727.1,85.0,6,731
10737.2,85.0,6,731
10747.3,85.0,6,731
10757.4,85.0,6,731
10767.5,85.0,6,731
10777.6,85.0,6,731
10787.7,85.0,6,731
10797.8,85.0,6,731
10807.9,85.0,6,731
10818.0,85.0,6,731
10828.1,80.0,3,728
10838.1,80.0,3,728
10848.3,80.0,3,728
10858.4,80.0,3,728
10868.4,80.0,3,728
10878.5,80.0,3,728
10888.6,80.0,3,728
10898.7,80.0,3,728
10908.7,80.0,3,728
10918.8,80.0,3,728
10928.9,80.0,3,728
10939.1,80.0,3,728
10949.2,80.0,3,728
10959.3,80.0,3,728
10969.4,80.0,3,728
10979.5,80.0,3,728
10989.5,80.0,3,728
